Name| 1butanol| 2-butanol| 2methylpropan1ol| 2propanol| acetate| AdditionalGrowthRequierments| author| butanol| carbonMonoxide| cellShape| creator| creatorMail| cyclopentanol| descriptionEnv| dimethylamin| dimethylSulfide| ethanol| formate| gramReaction| GrowthDoublingTime| GrowthRate| h2Andco2| h2andmethanol| intestinalTracksEnv| link| maximalGrowthTemperature| maximumcellGcContent| maximumcellLength| maximumcellWidth| maximumGrowthNACL| maximumGrowthPH| methanol| methylamin| minimalGrowthTemperature| minimumcellGcContent| minimumcellLength| minimumcellWidth| minimumGrowthNACL| minimumGrowthPH| MinimumGrowthRequierments| nomenclaturalPublication| numberPublications| optimalGrowthNACLMaximal| optimalGrowthNACLMinimal| optimalGrowthPHMaximal| optimalGrowthPHMinimal| optimalGrowthTemperatureMaximal| optimalGrowthTemperatureMinimal| otherATTCStrainNumbers| otherCollections| otherDSMStrainNumbers| otherEnv| otherSubstrate| pmidPublication| propanol| propionate| reactorsEnv| soilEnv| trimethylamin| typeStrain| volcanicEnv| waterEnv| 
Methanosphaera stadtmanae| no data| no data| no data| no data| do not feed on| biotin, aminoacids| T. Miller et al.; 1985; Arch. Microbiol.; vol. 141; p. 116| no data| do not feed on| Cocci| positive| yes| no data| Sample of human feces.| do not feed on| no data| do not feed on| do not feed on| positive| 5.1| 0.135| do not feed on| feeds| yes| http://link.springer.com/article/10.1007/BF00423270| 45| absent| 1.2| 1.2| no data| 6.9| do not feed on| do not feed on| 25| 27.6| 1| 1| no data| 6.5| H2+methanol, acetate, CO2, thiamin| no data| no| no data| no data| 6.9| 6.5| 40| 36| ATCC 43021, JCM 11832, OCM 149| ATCC 43021, JCM 11832, OCM 149| DSM-3091| no data| no data| T. Miller et al.| no data| feeds| not applicable| not applicable| do not feed on| MCB-3| not applicable| not applicable| 
Methanosphaerula palustris| no data| do not feed on| no data| do not feed on| do not feed on| no data| H. Cadillo-Quiroz et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 928| do not feed on| no data| Cocci| positive| yes| no data| Sample from minerotrophic fen peatland, Michigan Hollow (New York State (42°21' N, 76°28' W)).| no data| no data| do not feed on| feeds| positive| 19| 0.036| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/59/5/928.abstract| 35| present| 0.8| 0.8| 0.0855578370979| 6.4| do not feed on| no data| 14| 55.4| 0.5| 0.5| 0| 4.8| Vitamins, coenzyme M, acetate| H. Cadillo-Quiroz et al.; 2008; Appl. Environ. Microbiol.; vol. 74; p. 2059| no| 0.035| 0.015| 5.5| 5.5| 30| 30| ATCC BAA-1565| ATCC BAA-1565| DSM-19958| no data| not supporting:butyrate| H. Cadillo-Quiroz et al.| no data| not determined| not applicable| yes| no data| E1-9c| not applicable| not applicable| 
Methanospirillum hungatei| no data| do not feed on| do not feed on| do not feed on| do not feed on| no data| J. Ferry et al., 1974; Int. J. Syst. Bacteriol.; vol. 24; p. 465| do not feed on| no data| Sheathed spiral| negative| yes| no data| Sample of sewage sludge.| do not feed on| no data| do not feed on| feeds| negative| 20.7| 0.033| feeds| not determined| yes| http://ijs.sgmjournals.org/content/24/4/465.abstract| 50| present| 10| 0.4| 0.17| 10| do not feed on| do not feed on| 20| 45.1| 7.4| 0.4| 0| 6.5| acetate| no data| yes| 0| 0| 9| 7| 45| 37| ATCC 27890, JCM 10133, OCM 16, NBRC 100397| ATCC 27890, JCM 10133, OCM 16, NBRC 100397| DSM-864| no data| no data| J. Ferry et al.| no data| not determined| not applicable| not applicable| do not feed on| JF1| not applicable| not applicable| 
Methanospirillum lacunae| no data| do not feed on| do not feed on| do not feed on| do not feed on| no data| T. Iino et al.; 2010; Int. J. Syst. Evol. Microbiol.; vol. 60; p. 2563| do not feed on| no data| Cocci| negative| yes| no data| Soil sample collected from a puddle at Kisarazu, Chiba, Japan.| do not feed on| no data| do not feed on| feeds| negative| 32.2| 0.021| feeds| not determined| yes| http://ijs.sgmjournals.org/content/60/11/2563.abstract| 37| present| 25| 0.6| 0.17| 9.5| do not feed on| do not feed on| 15| 45.3| 11| 0.5| 0| 6| acetate| no data| yes| 0| 0| 7.5| 7.5| 30| 30| JCM 16384, NBRC 104920| JCM 16384, NBRC 104920| DSM-22751| no data| no data| T. Iino et al.| no data| not determined| not applicable| not applicable| do not feed on| Ki8-1| not applicable| not applicable| 
Methanospirillum psychrodurum| not determined| not determined| not determined| not determined| not determined| no data| L. Zhou et al.; 2014; Int. J. Syst. Evol. Microbiol.; vol. 64; p. 638| no data| not determined| Sheathed spiral| no data| no data| not determined| Soil from Madoi wetland at Qinghai-Tibetan plateau, China.| not determined| not determined| not determined| not determined| negative| no data| no data| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/early/2013/10/22/ijs.0.057299-0.abstract| 32| unavailable| 62| no data| no data| 8| not determined| not determined| 4| 44.4| 11| no data| no data| 6.5| no data| no data| unavailable| no data| no data| 7| 7| 25| 25| no data| CGMCC 1.5186, JCM 19216| no data| no data| no data| no data| not determined| not determined| not applicable| yes| not determined| X-18T| not applicable| not applicable| 
Methanospirillum stamsii| not determined| not determined| not determined| not determined| not determined| Acetate and yeast extract| S. Parshina et al.; 2014; Int. J. Syst. Evol. Microbiol.; vol. 64; p. 180| no data| not determined| Sheathed spiral| negative| yes| not determined| Sample of granulated biomass of a two-stage low-temperature (3–8 °C) anaerobic expanded granular sludge bed (EGSB) bioreactor, fed with a mixture of volatile fatty acids (VFAs) (acetate, propionate and butyrate).| not determined| not determined| not determined| feeds| negative| no data| no data| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/64/Pt_1/180.abstract| 37| present| 7.5| 0.5| 0.3| 10| not determined| not determined| 5| 40| 7| 0.4| 0| 6| no data| no data| yes| 0| 0| 7.5| 7| 30| 20| VKM B-2808| VKM B-2808| DSM-26304| no data| no data| S. Parshina et al.| not determined| not determined| yes| not applicable| not determined| Pt1T| not applicable| not applicable| 
Methanothermobacter crinale| no data| do not feed on| do not feed on| do not feed on| do not feed on| no data| L. Cheng et al.; 2008; Appl. Environ. Microbiol.; vol. 77; p. 5212| do not feed on| no data| Rod/cocci| positive| yes| no data| Sample of production water of oil reservoirs was collected from the Shengli oil fiel.| no data| do not feed on| do not feed on| do not feed on| positive| 15.12| 0.046| feeds| not determined| not applicable| http://aem.asm.org/content/77/15/5212.abstract| 80| absent| 5.9| 0.3| 0.513347022587| 8.9| not determined| do not feed on| 55| 41.1| 2.2| 0.3| 0.000427789185489| 6.6| acetate| no data| no| 0.000427789185489| 0.000427789185489| 6.9| 6.9| 65| 65| ACCC 00699, JCM 17393, HMD| ACCC 00699, JCM 17393, HMD| DSM-24598| no data| no data| L. Cheng et al.| no data| not determined| not applicable| yes| do not feed on| Tm2| not applicable| not applicable| 
Methanothermobacter defluvii| no data| no data| no data| no data| no data| no data| S. Kotelnikova et al.; 1993; Syst. Appl. Microbiol.; vol. 16; p. 427| no data| no data| Rod| positive| yes| no data| Sludge samples from the anaerobic digestor sludge operating on waste waters containing methacrylates.| no data| no data| no data| feeds| positive| 1.5| 0.426| feeds| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S0723202011802766| no data| unavailable| no data| no data| no data| no data| not determined| no data| no data| 62.2| no data| no data| no data| no data| no data| no data| unavailable| 0.342231348392| 0.0136892539357| 7| 7| 60| 60| ATCC 51443, OCM 570, VKM B-1962| ATCC 51443, OCM 570, VKM B-1962| DSM-7466| no data| no data| S. Kotelnikova et al.| no data| not determined| yes| not applicable| no data| ADZ| not applicable| not applicable| 
Methanothermobacter marburgensis| no data| no data| no data| no data| no data| no data| A. Wasserfallen et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43| no data| no data| Rod| positive| yes| no data| Sample of mesophilic sewage sludge.| no data| no data| no data| no data| positive| no data| no data| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/50/1/43.abstract| 70| not determined| 20| 0.35| 0.598904859685| 8| not determined| no data| 45| 48| 3| 0.35| 0.00171115674196| 5| no data| no data| no| 0.00855578370979| 0.00855578370979| 7.4| 6.8| 65| 65| ATCC BAA-927, JCM 14651, NBRC 100331, OCM 82| ATCC BAA-927, JCM 14651, NBRC 100331, OCM 82| DSM-2133| no data| no data| A. Wasserfallen et al.| no data| not determined| yes| not applicable| no data| Marburg| not applicable| not applicable| 
Methanothermobacter tenebrarum| do not feed on| no data| do not feed on| do not feed on| do not feed on| acetate| K. Nakamura et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 715| no data| no data| Rod| positive| yes| no data| Sample from gas-associated formation water of a gas-producing well in a natural gas field at Niigata, Japan.| do not feed on| no data| do not feed on| do not feed on| positive| 12| 0.058| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/early/2012/05/04/ijs.0.041681-0.abstract| 80| present| 10.5| 0.5| 0.342231348392| 8.7| do not feed on| do not feed on| 45| 41.5| 3.5| 0.5| 0| 5.8| casamino acids, tryptone, yeast extract, or vitamins for growth | no data| no| 0.0427789185489| 0.0427789185489| 7.7| 6.9| 70| 70| JCM 16532, NBRC 106236| JCM 16532, NBRC 106236| DSM-23052| no data| no data| K. Nakamura et al.| do not feed on| not determined| not applicable| not applicable| do not feed on| RMAS| not applicable| not applicable| 
Methanothermobacter thermautotrophicus| no data| no data| no data| no data| do not feed on| none| J. Zeikus et al.; 1972; J. Bacteriol.; vol. 109; p. 707| no data| no data| Rod| positive| yes| no data| Sample from fermenting sludge obtained from the sewage treatment plant of the city of Urbana, Illinois.| no data| no data| do not feed on| do not feed on| positive| 3| 0.231| feeds| not determined| not applicable| http://jb.asm.org/content/109/2/707.abstract| 75| absent| 120| 0.6| 0.598904859685| 8.8| do not feed on| no data| 40| 49.5| 3| 0.4| 0.00171115674196| 6| None| A. Wasserfallen et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43| no| 0.0102669404517| 0.0102669404517| 7.6| 7.2| 70| 65| ATCC 29096, JCM 10044, NBRC 100330, OCM 143, VKM B-1908| ATCC 29096, JCM 10044, NBRC 100330, OCM 143, VKM B-1908| DSM-1053| no data| not supporting: pyruvate| J. Zeikus et al.| no data| not determined| yes| not applicable| no data| Delta H| not applicable| not applicable| 
Methanothermobacter thermoflexus| no data| no data| no data| no data| no data| no data| S. Kotelnikova et al.; 1993; Syst. Appl. Microbiol.; vol. 16; p. 427| no data| no data| Rod| positive| yes| no data| Sludge samples from the anaerobic digestor sludge operating on waste waters containing methacrylates.| no data| no data| no data| feeds| positive| 3.5| 0.198| feeds| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S0723202011802766| no data| unavailable| no data| no data| no data| no data| not determined| no data| no data| 55| no data| no data| no data| no data| no data| no data| unavailable| 0.513347022587| 0.0171115674196| 8.2| 7.9| 55| 55| ATCC 51444, OCM 571, VKM B-1963| ATCC 51444, OCM 571, VKM B-1963| DSM-7268| no data| no data| S. Kotelnikova et al.| no data| not determined| yes| not applicable| no data| IDZ| not applicable| not applicable| 
Methanothermobacter thermophilus| no data| no data| no data| no data| no data| no data| K. Laurinavichus et al.; 1988; Mikrobiologiya; vol. 57; p. 1035| no data| no data| Rod| not determined| yes| no data| Sample from thermophilic methane tank (USSR). | no data| no data| no data| no data| not determined| no data| no data| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/50/1/43.abstract| 75| unavailable| 120| 0.4| 0.598904859685| 8.8| not determined| no data| 40| 50| 3| 0.4| 0.00171115674196| 6| no data| no data| unavailable| 0.0102669404517| 0.0102669404517| 7.6| 7.2| 70| 65| ATCC BAA-1076, OCM 231, VKM B-1786| ATCC BAA-1076, OCM 231, VKM B-1786| DSM-6529| no data| no data| A. Wasserfallen et al.| no data| not determined| yes| not applicable| no data| M| not applicable| not applicable| 
Methanothermobacter wolfeii| no data| no data| no data| no data| do not feed on| no data| J. Winter et al.; 2000; Int. J. Syst. Evol. Microbiol.; vol. 50; p. 43| no data| no data| Rod| positive| yes| no data| Sample of a a mixture of sewage sludge and river sediment.| do not feed on| no data| no data| feeds| positive| no data| no data| feeds| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S072320208480003X| 74| not determined| 2.7| 0.4| 0.171115674196| 8.2| not determined| no data| 37| 61| 2.4| 0.4| 0| 6| no data| no data| no| 0| 0| 7.5| 7| 65| 55| ATCC 43096, JCM 14652, NBRC 100332, OCM 154, VKM B-1829| ATCC 43096, JCM 14652, NBRC 100332, OCM 154, VKM B-1829| DSM-2970| no data| no data| J. Winter et al.| no data| not determined| yes| not applicable| do not feed on| DSM2970| not applicable| yes| 
Methanothermococcus okinawensis| no data| no data| no data| no data| do not feed on| selenium, Fe2O3| K. Takai et al.; 2002; Int. J. Syst. Evol. Microbiol.; vol. 52; p. 1089| no data| no data| Irregular cocci| not determined| yes| no data| Sample from a deep-sea hydrothermal vent chimney obtained from the hydrothermal field at Iheya Ridge in the Okinawa Trough, Japan (27° 47.220' N, 126° 53.900' E) at a depth of 972 m.| no data| do not feed on| do not feed on| feeds| not determined| 0.5| 1.386| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/52/4/1089.long| 75| present| 1.5| 1.5| 1.64271047228| 8.5| do not feed on| no data| 40| 29.3| 1| 1| 0.205338809035| 4.5| None| no data| yes| 0.855578370979| 0.342231348392| 7| 6| 65| 60| JCM 11175| JCM 11175| DSM-14208| no data| no data| K. Takai et al.| no data| not determined| not applicable| not applicable| do not feed on| IH1| yes| not applicable| 
Methanothermococcus thermolithotrophicus| no data| no data| no data| no data| no data| None| H. Huber et al.; 1982; Arch. Mikrobiol.; vol. 132; p. 47| no data| no data| Irregular cocci| negative| yes| no data| Sample from the sandy geothermally heated sea floor of the beach at Stufe di Nerone close to Naples (italy), about 3 m away from the shore in about 0.5 m depth.| no data| no data| no data| feeds| negative| 0.917| 0.756| feeds| not determined| not applicable| http://link.springer.com/article/10.1007%2FBF00690816| 70| present| 1.5| 1.5| 1.42026009582| 8| not determined| no data| 30| 32.8| 1.5| 1.5| 0.222450376454| 6| None| no data| yes| 0.684462696783| 0.684462696783| 7.5| 6.5| 65| 65| ATCC 35097, JCM 10549, OCM 138, | ATCC 35097, JCM 10549, OCM 138, | DSM-2095| no data| no data| H. Huber et al.| no data| not determined| not applicable| not applicable| no data| SN-1| yes| not applicable| 
Methanothermus fervidus| not determined| not determined| not determined| not determined| do not feed on| no data| K. Stetter et al.; 1981; Zentralbl. Mikrobiol.; vol. 178; p. 166| no data| not determined| Rod| positive| yes| not determined| Samples from Icelandic volcanic spring and mud holes with temperatures around 100 °C.| not determined| not determined| not determined| do not feed on| positive| 2.82| 0.246| feeds| not determined| not applicable| http://epub.uni-regensburg.de/10896/1/ubr04648_ocr.pdf| 97| not determined| 3| 0.4| no data| no data| not determined| not determined| 61| 31.6| 1| 0.3| no data| no data| no data| no data| no| no data| no data| 6.5| 6.5| 83| 83| ATCC 43054, JCM 10308, | ATCC 43054, JCM 10308, | DSM-2088| no data| no data| K. Stetter et al.| not determined| not determined| not applicable| not applicable| not determined| V24 S| yes| not applicable| 
Methanothermus sociabilis| no data| no data| no data| no data| no data| no data| G. Lauerer et al.; 1986; Syst. Appl. Microbiol.; vol. 8; p. 100| no data| no data| Rod| not determined| yes| no data| Sample from solfatara fields in Iceland.| no data| no data| no data| no data| not determined| no data| no data| no data| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S0723202086801564| 97| unavailable| 5| 0.4| no data| no data| not determined| no data| 55| 34| 3| 0.3| no data| no data| no data| no data| unavailable| no data| no data| no data| no data| 88| 88| ATCC 49202, JCM 10723, OCM 173| ATCC 49202, JCM 10723, OCM 173| DSM-3496| no data| no data| G. Lauerer et al.| no data| not determined| not applicable| not applicable| no data| KF1-Fl| not applicable| not applicable| 
Methanotorris formicicus| no data| no data| no data| no data| do not feed on| no data| K. Takai et al.; 2004; Int. J. Syst. Evol. Microbiol.; vol. 54; p. 1095| no data| no data| Irregular cocci| negative| yes| no data| Sample from a black smoker chimney at the Kairei field in the Central Indian Ridge.| no data| do not feed on| do not feed on| feeds| negative| 0.5| 1.386| feeds| not determined| not applicable| http://ijs.sgmjournals.org/content/54/4/1095.abstract| 83| present| 1.5| 1.5| 1.02669404517| 8.5| do not feed on| no data| 55| 32.5| 0.8| 0.8| 0.0684462696783| 6| no data| no data| no| 0.41067761807| 0.41067761807| 6.7| 6.7| 75| 75| ATCC BAA-687, JCM 11930| ATCC BAA-687, JCM 11930| DSM-16983| no data| no data| K. Takai et al.| no data| not determined| not applicable| not applicable| do not feed on| Mc-S-70| yes| not applicable| 
Methanotorris igneus| no data| no data| no data| no data| no data| no data| S. Burggraf et al.; 1990; Syst. Appl. Microbiol.; vol. 13; p. 263| no data| no data| Cocci| not determined| yes| no data| Sample from a shallow (depth: 106 m) submarine vent system at the Kolbeinsey ridge, Iceland.| no data| no data| no data| no data| not determined| 0.417| 1.662| no data| not determined| not applicable| http://www.sciencedirect.com/science/article/pii/S0723202011801979| 91| unavailable| 2| 2| 0.924024640657| 7.5| not determined| no data| 45| 32.3| 1| 1| 0.154004106776| 5| no data| no data| unavailable| 0.308008213552| 0.308008213552| 5.7| 5.7| 88| 88| JCM 11834| JCM 11834| DSM-5666| no data| no data| S. Burggraf et al.| no data| not determined| not applicable| not applicable| no data| Kol 5| yes| not applicable| 
Methermicoccus shengliensis| do not feed on| do not feed on| do not feed on| do not feed on| do not feed on| HS-coM | L. Cheng et al.; 2007; Int. J. Syst. Evol. Microbiol.; vol. 57; p. 2964| do not feed on| do not feed on| Cocci| positive| yes| do not feed on| Sample of oil-production water of Shengli oilfield, China.| no data| do not feed on| do not feed on| do not feed on| positive| 5| 0.139| do not feed on| not determined| not applicable| http://ijs.sgmjournals.org/content/57/12/2964.long| 70| not determined| 1| 1| 1.1| 8| feeds| feeds| 50| 56| 0.7| 0.7| 0.2| 5.5| no data| no data| yes| 0.5| 0.3| 6.5| 6| 65| 65| CGMCC 1.5056| CGMCC 1.5056| DSM-18856| no data| no data| L. Cheng et al.| do not feed on| not determined| not applicable| not applicable| feeds| ZC-1| not applicable| not applicable| 
